MessageId,CorrelationId,SoftwareVersionNumber,StatusCode,ResultCode,ns4:AcknowledgementCode,ns4:AcknowledgementMessage,ns4:TransactionID,ns4:Servicer,ns4:Company,ns4:LoanNumber,ns4:BillingEntity,ns4:BillingCode,ns4:BillingDateTime,ns5:ContactInformation,ns5:CorrelationID,ns3:CategoryDescription,ns3:CategoryID,ns3:InvoiceTypeCode,ns3:InvoiceTypeDescription,ns3:SubCategoryDescription,ns3:SubCategoryID
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Reinstatement,78
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,808,Foreclosure Services - Non-Judicial,Foreclosure Through Reinstatement,78
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Repay Stipulation,68
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,808,Foreclosure Services - Non-Judicial,Foreclosure Through Repay Stipulation,68
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Sale,75
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,808,Foreclosure Services - Non-Judicial,Foreclosure Through Sale,75
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Searches,70
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,808,Foreclosure Services - Non-Judicial,Foreclosure Through Searches,70
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Service,79
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,808,Foreclosure Services - Non-Judicial,Foreclosure Through Service,79
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Service Complete,69
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,808,Foreclosure Services - Non-Judicial,Foreclosure Through Service Complete,69
b342f79c-9d59-42a8-b883-d5c0eb15d86f,jfrank,6.5.227.1,Success,0,0,The request was processed successfully.,b342f79c-9d59-42a8-b883-d5c0eb15d86f,933,SIROTE,6992761995,6992761995,1,2016-07-01T15:51:41.0333024-05:00,,,Attorney Fees,1,807,Foreclosure Services - Judicial,Foreclosure Through Settlement,71
